fid,X,Y,CITY_NAME,CNTRY_NAME,POP,POP_RANK,max_dtw
"1","-56.0930036752727","-15.6150000711535",Cuiaba,Brazil,"540814","3","0.43203"
"2","-47.8977476573594","-15.7921109430588",Brasilia,Brazil,"2481272","2","0.4491"
"3","-49.2550016031605","-16.7270039245648",Goiania,Brazil,"1297154","2","0.38854"
"4","-54.6159956592778","-20.4509970534418",Campo Grande,Brazil,"776242","3","0.47544"
"5","-55.7479977164346","-22.5330030669473",Pedro Juan Caballero,Paraguay,"0","0","0.47692"
"6","-54.2833016846732","-24.0499980578648",Salto del Guaira,Paraguay,"0","0","0.47202"
"7","-54.6229976038596","-25.5269969722584",Puerto Presidente Stroessner,Paraguay,"0","0","0.50709"
"8","-55.8510026890448","-27.3770010186671",Encarnacion,Paraguay,"0","0","0.51917"
"9","-55.9060016795821","-27.3979980817788",Posadas,Argentina,"371896","4","0.51917"
"10","-69.191999562595","-12.6029970756788",Puerto Maldonado,Peru,"0","0","0.35048"
"11","-71.98700367047","-13.5260010491837",Cuzco,Peru,"428450","4","0.51857"
"12","-72.8839975843797","-13.6420019499903",Abancay,Peru,"0","0","0.44236"
"13","-70.0340035875686","-15.845003988551",Puno,Peru,"128637","5","0.45758"
"14","-71.5229995707925","-16.3980000700735",Arequipa,Peru,"1080635","2","0.5303"
"15","-68.1462446098306","-16.4990069929844",La Paz,Bolivia,"2143000","2","0.53364"
"16","-176.151563636364","-13.2732990621432",Mata-Utu,Wallis & Futuna,"0","0",
"17","-171.739493590236","-13.8370229528312",Apia,Samoa,"37391","7","0.46343"
"18","-170.697860669935","-14.2683749752899",Pago Pago,American Samoa,"3656","7","0.4524"
"19","-149.570009699675","-17.5349969205116",Papeete,French Polynesia,"25763","7","0.4905"
"20","-169.916669572892","-19.0166669421493",Alofi,Niue,"639","7","0.48215"
"21","-175.245650649682","-21.1309020566411",Nuku' alofa,Tonga,"35184","7",
"22","-159.766694593311","-21.2333040067977",Avarua,Cook Is.,"0","0",
"23","-130.103000556447","-25.0659990487314",Adamstown,Pitcairn Is.,"49","7",
"24","-72.7019996490552","-45.4020029326915",Puerto Aisen,Chile,"0","0","0.55361"
"25","-67.4999996448174","-45.8299979536426",Comodoro Rivadavia,Argentina,"236437","5","0.61376"
"26","-69.2289985645697","-51.6249990520445",Rio Gallegos,Argentina,"122334","5","0.5639"
"27","-57.8490025778688","-51.7010040418109",Stanley,Falkland Is.,"2108","7",
"28","-70.9346517116376","-53.1661680613599",Punta Arenas,Chile,"141984","5",
"29","-68.2980025577508","-54.792",Ushuaia,Argentina,"164883","5","0.59823"
"30","-70.9849976326495","-34.5879989557096",San Fernando,Chile,"0","0","0.46103"
"31","-71.6599977001944","-35.4230010361015",Talca,Chile,"236724","5","0.57088"
"32","-73.0549976412071","-36.8260019465456",Concepcion,Chile,"238092","5","0.4767"
"33","-72.575999563634","-38.7289979976745",Temuco,Chile,"302931","4","0.46582"
"34","-68.2833325968593","-38.9449080027978",Neuquen,Argentina,"307682","4","0.61359"
"35","-72.9520016047146","-41.4749969331433",Puerto Montt,Chile,"269398","4","0.53859"
"36","-70.398998648551","-23.6410020503259",Antofagasta,Chile,"425725","4","0.44099"
"37","-70.3320025891834","-27.3600000549543",Copiapo,Chile,"171766","5","0.49813"
"38","-71.2449986074399","-29.90099700617",La Serena,Chile,"249656","5","0.4098"
"39","-68.5269986796646","-31.5340019994952",San Juan,Argentina,"535947","3","0.4762"
"40","-68.8300015761618","-32.8969980627816",Mendoza,Argentina,"1025407","2","0.48391"
"41","-71.5550036140025","-33.0209999330198",Valparaiso,Chile,"315732","4","0.52696"
"42","-70.647515553854","-33.4750230512851",Santiago,Chile,"6748000","1","0.40433"
"43","-71.3320016411869","-29.9590020073739",Coquimbo,Chile,"256735","4","0.4098"
"44","-80.4549956236396","-1.0559969660655",Portoviejo,Ecuador,"223086","5","0.48659"
"45","-79.0029986423904","-1.60599597303901",Guaranda,Ecuador,"0","0","0.61787"
"46","-79.5300027020365","-1.79499601842896",Babahoyo,Ecuador,"0","0","0.61228"
"47","-79.9078766942683","-2.20309196034628",Guayaquil,Ecuador,"2291158","2","0.47436"
"48","-78.8439956543933","-2.75000403514377",Azogues,Ecuador,"0","0","0.62618"
"49","-69.9499976283707","-4.14999893492125",Leticia,Colombia,"0","0","0.3128"
"50","-67.8120027010795","-9.9790019607487",Rio Branco,Brazil,"308545","4","0.33734"
"51","-68.797547582883","-11.032497080698",Cobija,Bolivia,"0","0","0.36242"
"52","-89.605997715387","-0.899999988735043",Baquerizo Moreno,Ecuador,"0","0",
"53","-79.0149957112207","-2.89800004304267",Cuenca,Ecuador,"331888","4","0.58002"
"54","-79.9540016235888","-3.26600094920804",Machala,Ecuador,"241606","5","0.389"
"55","-80.4539965987899","-3.5679960502216",Tumbes,Peru,"0","0","0.43445"
"56","-79.2039955911271","-3.98999692207439",Loja,Ecuador,"180617","5","0.48664"
"57","-78.9569996461344","-4.06899898639001",Zamora,Ecuador,"0","0","0.61107"
"58","-80.6249966556173","-5.19399893348134",Piura,Peru,"473025","4","0.48405"
"59","-79.8370016979325","-6.76299600587061",Chiclayo,Peru,"552508","3","0.42724"
"60","-79.0299986252342","-8.11199695062721",Trujillo,Peru,"919899","3","0.39429"
"61","-76.9899956740693","-6.0120000501604",Mayobamba,Peru,"0","0","0.51037"
"62","-77.867999676168","-6.23500202297601",Chachapoyas,Peru,"0","0","0.59013"
"63","-78.5109957005031","-7.16200193039606",Cajamarca,Peru,"201329","5","0.5009"
"64","-74.5270015968359","-8.3870010049145",Pucallpa,Peru,"327568","4","0.4627"
"65","-78.4531436062002","-8.93009702653438",Chimbote,Peru,"354273","4","0.40756"
"66","-77.5310036228792","-9.53600402578428",Huaraz,Peru,"118836","5","0.4704"
"67","-76.230998583444","-9.92500199506129",Huanuco,Peru,"196627","5","0.51166"
"68","-76.2630026266538","-10.6869959947521",Cerro De Pasco,Peru,"0","0","0.46837"
"69","-78.5242795702664","-0.229499918330703",Quito,Ecuador,"1619146","2","0.46197"
"70","-78.6059997036818","-0.932004031944935",La Tacunga,Ecuador,"0","0","0.52209"
"71","-77.8166995763779","-0.983303966251288",Tena,Ecuador,"0","0","0.42488"
"72","-78.6200035928455","-1.24000205269062",Ambato,Ecuador,"178538","5","0.54702"
"73","-77.9869976515238","-1.48300206376803",Puyo,Ecuador,"0","0","0.35149"
"74","-78.6449965898723","-1.67100291882475",Riobamba,Ecuador,"156723","5","0.57785"
"75","-78.1149956211606","-2.3129999183102",Macas,Ecuador,"0","0","0.47762"
"76","-73.1909965802756","-3.75299999621269",Iquitos,Peru,"377609","4","0.34569"
"77","-77.1440037033016","-12.057002938738",Callao,Peru,"0","0","0.40401"
"78","-75.2110016586622","-12.0750029273005",Huancayo,Peru,"465834","4","0.49866"
"79","-74.9860016361472","-12.7899990713692",Huancavelica,Peru,"0","0","0.48283"
"80","-74.2210016257896","-13.1730030570317",Ayacucho,Peru,"216444","5","0.49709"
"81","-75.7439997019229","-14.0640029873268",Ica,Peru,"289861","4","0.48736"
"82","-70.930997666962","-17.19399599719",Moquegua,Peru,"0","0","0.49141"
"83","-70.2510026406521","-18.0180000336011",Tacna,Peru,"286240","4","0.46103"
"84","-70.1489966928917","-20.2210020721619",Iquique,Chile,"223463","5","0.39695"
"85","-77.0450036007241","-12.0819959357647",Lima,Peru,"9562280","1","0.40401"
"86","-48.4980025622344","-1.43900095172785",Belem,Brazil,"1381475","2",
"87","-54.6100016756633","-2.45999706684296",Santarem,Brazil,"205711","5","0.36471"
"88","-60.0149966783372","-3.12200104070791",Manaus,Brazil,"1792881","2","0.36241"
"89","-63.9060027007604","-8.76200402114535",Porto Velho,Brazil,"369259","4","0.2453"
"90","-48.3603476281897","-10.2127679836511",Palmas,Brazil,"221742","5","0.46955"
"91","-60.7499996313019","-19.9666980378181",Mayor Pablo Lagerenza,Paraguay,"0","0","0.473"
"92","-58.0300016538273","-21.0359970126906",Fuerte Otimpo,Paraguay,"0","0","0.57011"
"93","-60.6099956567169","-22.0300020810794",Mariscal Jose F. Estigarribia,Paraguay,"0","0","0.54604"
"94","-64.9029955766135","-14.8410000665148",Trinidad,Bolivia,"0","0","0.3696"
"95","-66.1670006389238","-17.3840040035473",Cochabamba,Bolivia,"0","0","0.52704"
"96","-63.197414580421","-17.7887879555124",Santa Cruz de La Sierra,Bolivia,"2248000","2","0.48481"
"97","-67.1110016755403","-17.9749979464107",Oruro,Bolivia,"0","0","0.50097"
"98","-65.2560026703667","-19.0420019938994",Sucre,Bolivia,"0","0","0.43668"
"99","-65.7559976455678","-19.5830010065916",Potosi,Bolivia,"0","0","0.46043"
"100","-62.2040035983682","-20.5199999331426",Fortin Coronel Eugenia Garay,Paraguay,"0","0","0.54159"
"101","-64.73099666042","-21.5319960539765",Tarija,Bolivia,"0","0","0.54986"
"102","-57.4289995902317","-23.4029969980132",Concepcion,Paraguay,"0","0","0.604"
"103","-58.8519987044215","-23.4360000660728",Pozo Colorado,Paraguay,"0","0","0.54461"
"104","-57.0770006229293","-24.0890040456565",San Pedro,Paraguay,"0","0","0.53529"
"105","-57.6219955695368","-25.3050029604101",Asuncion,Paraguay,"0","0","0.55795"
"106","-56.4730016502683","-30.4100010772535",Artigas,Uruguay,"0","0","0.52053"
"107","-60.6979977153138","-31.6169999977259",Santa Fe,Argentina,"534204","3","0.51701"
"108","-60.5320017188524","-31.730003989467",Parana,Argentina,"280520","4","0.51983"
"109","-60.6639325731304","-32.9377320309412",Rosario,Argentina,"1321765","2","0.55759"
"110","-57.950000564662","-34.9166969963989",La Plata,Argentina,"895110","3","0.52614"
"111","-56.7109976009798","-34.354997963763",San Jose De Mayo,Uruguay,"0","0","0.55035"
"112","-57.8400025835875","-34.4799990243346",Colonia del Sacramento,Uruguay,"0","0",
"113","-56.2840016048784","-34.5380040255385",Canelones,Uruguay,"0","0","0.55696"
"114","-64.2879985599719","-36.628002072358",Santa Rosa,Argentina,"127683","5","0.59986"
"115","-62.2740596160752","-38.7252719676073",Bahia Blanca,Argentina,"314539","4","0.62504"
"116","-62.9950317060399","-40.8150269189317",Viedma,Argentina,"0","0","0.66412"
"117","-65.0999965914351","-43.2999990464076",Rawson,Argentina,"145647","5","0.52661"
"118","-58.4498336968446","-34.622496010243",Buenos Aires,Argentina,"15416728","1","0.52778"
"119","-65.301002641773","-24.1980030018813",San Salvador De Jujuy,Argentina,"346920","4","0.48016"
"120","-65.408003713782","-24.7889969447447",Salta,Argentina,"636406","3","0.47102"
"121","-65.213999608026","-26.829000061393",San Miguel De Tucuman,Argentina,"900677","3","0.50405"
"122","-64.2689997120434","-27.7900020617225",Santiago Del Estero,Argentina,"402436","4","0.51795"
"123","-65.7809995787123","-28.4660009886334",Catamarca,Argentina,"222984","5","0.4856"
"124","-66.8549966346652","-29.4129989343155",La Rioja,Argentina,"222155","5","0.50499"
"125","-64.1799986285969","-31.316003921562",Cordoba,Argentina,"1563702","2","0.56543"
"126","-66.3479997148822","-33.3160020255691",San Luis,Argentina,"235975","5","0.50541"
"127","-57.1400005828981","-25.3870019337911",Caacupe,Paraguay,"0","0","0.52894"
"128","-56.4280016788621","-25.4529989683089",Coronel Oviedo,Paraguay,"0","0","0.49204"
"129","-57.1509986268788","-25.6239990251365",Paraguari,Paraguay,"0","0","0.52265"
"130","-56.4509966261895","-25.7840010379832",Villarrica,Paraguay,"0","0","0.51107"
"131","-58.1769986368764","-26.1829980263912",Formosa,Argentina,"252791","4","0.50445"
"132","-58.2959966122321","-26.8679969475835",Pilar,Paraguay,"0","0","0.46415"
"133","-58.9869986186403","-27.4570019423488",Resistencia,Argentina,"414226","4","0.44927"
"134","-58.8179966115122","-27.4869989997416",Corrientes,Argentina,"379978","4","0.4479"
"135","-57.2830016320322","-25.4060009472033",Ypacarai,Paraguay,"0","0","0.5521"
"136","-56.3679986279588","-26.199998990104",Caazapa,Paraguay,"0","0","0.52583"
"137","-57.1470026929637","-26.6730029185789",San Juan Bautista,Paraguay,"0","0","0.48557"
"138","-57.962996658342","-31.3959960746097",Salto,Uruguay,"0","0","0.52264"
"139","-58.0799965839983","-32.3319959763111",Paysandu,Uruguay,"0","0","0.53192"
"140","-58.3039975816636","-33.1389990490095",Fray Bentos,Uruguay,"0","0","0.54905"
"141","-58.0149985743302","-33.2780039987446",Mercedes,Uruguay,"0","0","0.54461"
"142","-56.5100006522431","-33.4170000123623",Durazno,Uruguay,"0","0","0.55234"
"143","-56.9009966712194","-33.5439989571496",Trinidad,Uruguay,"0","0","0.53923"
"144","-46.6229965826814","-23.5809989994226",Sao Paulo,Brazil,"11152968","1","0.5536"
"145","-46.3094906038277","-23.9546970115182",Santos,Brazil,"419086","4","0.45052"
"146","-49.2849986605532","-25.4300040209816",Curitiba,Brazil,"1751907","2","0.55745"
"147","-48.6189985872895","-27.5759999177045",Florianopolis,Brazil,"405189","4",
"148","-51.2080016860617","-30.0400019559052",Porto Alegre,Brazil,"1409351","2","0.58119"
"149","-55.5290366890894","-30.887406043641",Rivera,Uruguay,"0","0","0.53621"
"150","-55.982996592597","-31.7050020563227",Tacuarembo,Uruguay,"0","0","0.56801"
"151","-54.1770025943461","-32.3630009946713",Melo,Uruguay,"0","0","0.57216"
"152","-54.3750026340172","-33.2309970415214",Treinta Y Tres,Uruguay,"0","0","0.58442"
"153","-56.2149985596939","-34.0990020244891",Florida,Uruguay,"0","0","0.5729"
"154","-55.2269965765207","-34.374996002025",Minas,Uruguay,"0","0","0.58583"
"155","-54.3259976270946","-34.4969999880474",Rocha,Uruguay,"0","0","0.59655"
"156","-54.9479965883182","-34.9129979401681",Maldonado,Uruguay,"0","0",
"157","-56.1699985882875","-34.9200000502336",Montevideo,Uruguay,"1383135","2",
"158","-38.4810026388199","-12.993003005923",Salvador,Brazil,"2674923","2","0.91149"
"159","-5.7050006652521","-15.9219990670495",Jamestown,St. Helena,"0","0",
"160","-43.9090016904225","-19.8520019756631",Belo Horizonte,Brazil,"2375151","2","0.36673"
"161","-40.4139955818581","-20.332997937452",Vitoria,Brazil,"327801","4","0.55813"
"162","-43.4551855922148","-22.7215710345035",Rio de Janeiro,Brazil,"6320446","1","0.54238"
"163","-42.8810036307256","-22.8390030379936",Niteroi,Brazil,"487562","4","0.59361"
"164","-44.3009965687648","-2.51499605738019",Sao Luis,Brazil,"958545","3","0.38155"
"165","-38.589002570195","-3.78299705360564",Fortaleza,Brazil,"2452185","2","0.40801"
"166","-42.80200156641","-5.10499801551852",Teresina,Brazil,"767559","3","0.49484"
"167","-35.2109967182542","-5.80599904105754",Natal,Brazil,"803739","3","0.44651"
"168","-34.8669985548999","-7.12999805266981",Joao Pessoa,Brazil,"720954","3","0.47908"
"169","-34.9149956008553","-8.08499696778341",Recife,Brazil,"1537704","2",
"170","-35.7477206260985","-9.67689002827188",Maceio,Brazil,"932078","3",
"171","-37.0600015743295","-10.9109969924173",Aracaju,Brazil,"571149","3",
"172","-94.7833016002825","29.3166990657691",Galveston,United States,"50446","6",
"173","-114.351002585534","62.4560040299054",Yellowknife,Canada,"0","0","0.54954"
"174","-134.40401071286","58.3029989829925",Juneau,United States,"31974","7","0.55276"
"175","-90.2030036795838","32.3189999197974",Jackson,United States,"4642","7","0.5895"
"176","-91.1529986998149","30.4649999394734",Baton Rouge,United States,"220236","5","0.70979"
"177","-90.0986937028383","29.9563829346683",New Orleans,United States,"390144","4","0.69781"
"178","-95.4071096288667","29.7718289387462",Houston,United States,"2320268","2","0.93039"
"179","-147.651182654302","64.838744986361",Fairbanks,United States,"30917","7","0.54604"
"180","-165.269996652998","64.5862859293319",Nome,United States,"3870","7","0.59151"
"181","-135.044009662646","60.7259969837021",Whitehorse,Canada,"0","0","0.5436"
"182","-149.450003597868","60.1199999613418",Seward,United States,"2796","7",
"183","-157.861997701134","21.329000927223",Honolulu,United States,"371657","4",
"184","-155.067290636427","19.7148150665726",Hilo,United States,"43050","7","0.4998"
"185","-149.89798755548","61.2029970115759",Anchorage,United States,"288000","4","0.58507"
"186","-113.507999701194","53.5560029186672",Edmonton,Canada,"1025096","2","0.58708"
"187","-114.049997573253","51.0299999453473",Calgary,Canada,"1335145","2","0.54924"
"188","-122.963066598079","49.2742979204355",Vancouver,Canada,"685885","3","0.47855"
"189","-123.371000696978","48.4440030227256",Victoria,Canada,"94005","6",
"190","-122.316650688446","47.5885529540026",Seattle,United States,"753675","3","0.56402"
"191","-122.892002619405","47.0439990213468",Olympia,United States,"52882","6","0.51072"
"192","-122.641685582858","45.4421249794461",Portland,United States,"654741","3","0.49311"
"193","-133.705988558668","68.3659980681466",Inuvik,Canada,"0","0","0.55718"
"194","-100.783295581336","46.7999999854196",Bismarck,United States,"73529","6","0.50321"
"195","-94.1318996680021","58.7484629554443",Churchill,Canada,"0","0","0.57862"
"196","-106.630001718042","52.1099999210323",Saskatoon,Canada,"275242","4","0.52765"
"197","-104.615999559387","50.4479970606476",Regina,Canada,"237011","5","0.52801"
"198","-97.1240035844431","49.9210019371191",Winnipeg,Canada,"763922","3","0.51902"
"199","-112.034996555232","46.5959970260161",Helena,United States,"33124","7","0.50305"
"200","-93.0650036813427","45.0209970338949",Saint Paul,United States,"308096","4","0.54878"
"201","-100.349999622335","44.3666969862934",Pierre,United States,"13867","7","0.49772"
"202","-93.3077875707615","44.9241930649566",Minneapolis,United States,"429606","4","0.55678"
"203","-93.6219956967805","41.5979999811816",Des Moines,United States,"214237","5","0.56019"
"204","-96.681995572727","40.8069990128301",Lincoln,United States,"289102","4","0.53184"
"205","-95.6950017160048","39.0459960498678",Topeka,United States,"125310","5","0.55218"
"206","-97.5300026829165","35.4899969671517",Oklahoma City,United States,"655057","3","0.51074"
"207","-117.125495655804","32.761458047066",San Diego,United States,"1423851","2","0.51183"
"208","-115.467002703828","32.6549969482365",Mexicali,Mexico,"1087478","2","0.85666"
"209","-116.21670259152","43.6167000554328",Boise,United States,"228959","5","0.68209"
"210","-122.271470670818","37.8104579830389",Oakland,United States,"433031","4",
"211","-122.991002556498","44.9559990242266",Salem,United States,"146338","5","0.51138"
"212","-119.765996607339","39.1650029613411",Carson City,United States,"55916","6","0.67746"
"213","-121.422995572841","38.5669979722947",Sacramento,United States,"513624","3","0.68597"
"214","-122.380091662366","37.7958149959839",San Francisco,United States,"881549","3","0.52277"
"215","-121.847453711547","37.3081050311799",San Jose,United States,"1021795","2","0.49212"
"216","-118.250000641271","34.0000019590779",Los Angeles,United States,"3979576","2","0.53806"
"217","-104.813999599059","41.133996046988",Cheyenne,United States,"64235","6","0.58562"
"218","-111.891995671582","40.6929959962393",Salt Lake City,United States,"200567","5","0.61435"
"219","-105.078995698098","39.5780040043963",Denver,United States,"727211","3","0.6471"
"220","-94.6265665658327","38.9941200669443",Kansas City,United States,"495327","4","0.55174"
"221","-90.3419816554825","38.6388809295977",St. Louis,United States,"300576","4","0.65257"
"222","-92.1689996906815","38.5800030020923",Jefferson City,United States,"42708","7","0.65956"
"223","-105.941996620699","35.683002048058",Santa Fe,United States,"84683","6","0.67989"
"224","-90.0003235965509","35.114724047073",Memphis,United States,"651073","3","0.61183"
"225","-92.3100026901162","34.7609969339191",Little Rock,United States,"197312","5","0.60567"
"226","-112.110002685632","33.5089980420405",Phoenix,United States,"1680992","2","0.92841"
"227","-106.450001666933","31.7799989568045",El Paso,United States,"681728","3","0.77553"
"228","-110.961998689612","29.0940030722392",Hermosillo,Mexico,"946054","3","0.73959"
"229","-106.073999625852","28.6309979974114",Chihuahua,Mexico,"994642","3","0.69409"
"230","-107.386001568634","24.804998920774",Culiacan,Mexico,"962871","3","0.52059"
"231","-110.309525581607","24.1564229529392",La Paz,Mexico,"301961","4","0.73785"
"232","-104.662997580493","24.0290010319195",Durango,Mexico,"0","0","0.58072"
"233","-106.270001615824","23.3615069721819",Mazatlan,Mexico,"533733","3","0.48589"
"234","-102.554999710595","22.7639969447595",Zacatecas,Mexico,"399055","4","0.65215"
"235","-96.6636896048789","32.7637260006132",Dallas,United States,"1343573","2","0.55834"
"236","-97.7329976813526","30.2799959934822",Austin,United States,"978908","3","0.47957"
"237","-98.5245746983213","29.4299190136853",San Antonio,United States,"1547253","2","0.45676"
"238","-100.316996554275","25.6770000031406",Monterrey,Mexico,"5133917","1","0.54384"
"239","-100.994003607637","25.4179980532",Saltillo,Mexico,"997913","3","0.6578"
"240","-99.1389956663458","23.7390029997363",Ciudad Victoria,Mexico,"367051","4","0.45451"
"241","-102.290003611556","21.8879999284779",Aguascalientes,Mexico,"1143729","2","0.62867"
"242","-104.896997597289","21.5080019534821",Tepic,Mexico,"507927","3","0.48131"
"243","-101.264003601558","21.0200040471114",Guanajuato,Mexico,"198035","5","0.58363"
"244","-103.344002629247","20.6739990634235",Guadalajara,Mexico,"5243178","1","0.52953"
"245","-103.734998648223","19.250999949234",Colima,Mexico,"399105","4","0.43104"
"246","-97.8426266338674","22.2432390658244",Tampico,Mexico,"980454","3","0.60473"
"247","-90.5259956782253","19.8549989218949",Campeche,Mexico,"317424","4",
"248","-96.9029996613269","19.5329970119856",Jalapa,Mexico,"0","0","0.61701"
"249","-98.2369976920701","19.3100039752875",Tlaxcala,Mexico,"586707","3","0.4991"
"250","-98.1929426323571","19.0486349470878",Puebla,Mexico,"3179162","2","0.5183"
"251","-92.9369966101045","17.9759970084266",Villahermosa,Mexico,"888867","3","0.47054"
"252","-96.7139996159368","17.0620019653205",Oaxaca,Mexico,"698811","3","0.43097"
"253","-93.1089956917817","16.7439959893262",Tuxtla Gutierrez,Mexico,"900234","3","0.48182"
"254","-96.1229965714723","19.1850030801997",Veracruz,Mexico,"956463","3",
"255","-100.979999718473","22.151997002667",San Luis Potosi,Mexico,"1226690","2","0.64579"
"256","-100.386998624309","20.5829999302778",Queretaro,Mexico,"1478201","2","0.53494"
"257","-98.7550015919512","20.1200039570512",Pachuca,Mexico,"608131","3","0.48321"
"258","-101.185001702726","19.6970040603488",Morelia,Mexico,"967890","3","0.58601"
"259","-99.1275746461327","19.4270490779828",Mexico City,Mexico,"21942666","1","0.56932"
"260","-99.6667017076737","19.2830039924437",Toluca,Mexico,"2377828","2","0.49675"
"261","-99.2210035758445","18.920997069893",Cuernavaca,Mexico,"1059521","2","0.58161"
"262","-99.5010025888966","17.5519979213906",Chilpancingo De Los Bravo,Mexico,"337254","4","0.54571"
"263","-99.931499557289","16.9743780368848",Acapulco,Mexico,"919726","3","0.43229"
"264","-90.3719965851106","15.4710000343361",Coban,Guatemala,"0","0","0.46899"
"265","-91.4669996402928","15.3170009412215",Huehuetenango,Guatemala,"0","0","0.47209"
"266","-91.133297704721","15.0333030374221",Santa Cruz Del Quiche,Guatemala,"0","0","0.48015"
"267","-91.7999995941828","14.9660009987688",San Marcos,Guatemala,"0","0","0.46166"
"268","-91.358000684068","14.913998917297",Totonicapan,Guatemala,"0","0","0.46423"
"269","-91.5000027083523","14.8332960119337",Quezaltenango,Guatemala,"0","0","0.43761"
"270","-91.1829955917241","14.7729959178625",Solola,Guatemala,"0","0","0.46246"
"271","-91.6770146210296","14.5370969760786",Retalhuleu,Guatemala,"0","0","0.41426"
"272","-91.5003626353107","14.5342079623588",Mazatenango,Guatemala,"0","0","0.405"
"273","-90.3140006855078","15.1029989626871",Salama,Guatemala,"0","0","0.4745"
"274","-90.0167036655749","14.8499999324786",El Progreso,Guatemala,"0","0","0.44574"
"275","-90.8199985804412","14.661999077422",Chimaltenango,Guatemala,"0","0","0.45354"
"276","-90.5248976941474","14.6180070669831",Guatemala,Guatemala,"1650000","2","0.43266"
"277","-90.7333016914634","14.5666980310752",Antigua Guatemala,Guatemala,"0","0","0.45354"
"278","-90.7820007191004","14.3029980000542",Escuintla,Guatemala,"0","0","0.40679"
"279","-90.2979985811612","14.2790040278771",Cuilapa,Guatemala,"0","0","0.42755"
"280","-83.6880027077142","22.4250030072549",Pinar Del Rio,Cuba,"145412","5","0.57259"
"281","-79.9659986924191","22.4139960271567",Santa Clara,Cuba,"217205","5","0.54739"
"282","-80.4439975796589","22.1499989529676",Cienfuegos,Cuba,"152040","5","0.51023"
"283","-79.4429996682894","21.9359969744332",Sancti Spiritus,Cuba,"108836","5","0.60757"
"284","-82.7990006616349","21.8850030194123",Nueva Gerona,Cuba,"0","0",
"285","-78.762995705862","21.8410020728558",Ciego De Avila,Cuba,"120948","5","0.56122"
"286","-81.383327674515","19.299996020039",George Town,Cayman Is.,"28089","7",
"287","-63.6509966847349","44.6799959450895",Halifax,Canada,"440348","4","0.68037"
"288","-64.7791646509951","32.2890300017245",Hamilton,Bermuda,"854","7",
"289","-84.2210005854913","10.0160009998897",Alajuela,Costa Rica,"314209","4","0.47399"
"290","-84.1200025986981","9.99199792611153",Heredia,Costa Rica,"143208","5","0.46628"
"291","-83.0300036038821","9.99000004189577",Puerto Limon,Costa Rica,"99836","6","0.45518"
"292","-84.0786205965297","9.93047408038137",San Jose,Costa Rica,"347398","4","0.46628"
"293","-83.9210036996608","9.85699801189262",Cartago,Costa Rica,"164121","5","0.4646"
"294","-82.2493885554563","9.33390896465238",Bocas del Toro,Panama,"0","0",
"295","-82.4309995899858","8.42799597797073",David,Panama,"0","0","0.46842"
"296","-70.0260026181371","12.5250030094966",Oranjestad,Aruba,"28295","7","0.38038"
"297","-68.9705546255274","12.1387859931102",Willemstad,Netherlands Antilles,"0","0",
"298","-72.898001639027","11.552003940337",Riohacha,Colombia,"177573","5","0.42067"
"299","-69.67799958475","11.4029999714708",Coro,Venezuela,"0","0","0.46952"
"300","-80.9649985540893","8.10099894381284",Santiago,Panama,"0","0","0.47583"
"301","-80.4349975853777","7.98000291875779",Chitre,Panama,"0","0","0.42611"
"302","-80.2770025583479","7.76600094022341",Las Tablas,Panama,"0","0","0.43569"
"303","-84.8332975707519","11.1999960369172",San Carlos,Nicaragua,"0","0","0.45007"
"304","-85.4369996657285","10.6260030577666",Liberia,Costa Rica,"0","0","0.36414"
"305","-84.8429997121985","9.9690029787841",Puntarenas,Costa Rica,"140102","5",
"306","-78.9598525844165","9.54321302758978",El Porvenir,Panama,"0","0",
"307","-79.895348588376","9.35511304782153",Colon,Panama,"41019","7","0.436"
"308","-79.5170785937481","9.00287992114157",Panama,Panama,"481993","4","0.4371"
"309","-80.3549966616961","8.51300096201839",Penonome,Panama,"0","0","0.45921"
"310","-79.6599985558892","0.953999991588941",Esmeraldas,Ecuador,"161868","5","0.3185"
"311","-81.6903266704111","12.5621370461373",San Andres,Colombia,"138091","5","0.38541"
"312","-86.5189976911131","16.3299959214213",Roatan,Honduras,"0","0",
"313","-85.9486226812004","15.9166170791723",Trujillo,Honduras,"0","0","0.566"
"314","-86.871995683265","15.7550039174212",La Ceiba,Honduras,"176212","5","0.3856"
"315","-83.7809995595923","15.2569980558017",Puerto Lempira,Honduras,"0","0","0.48614"
"316","-86.2190006397989","14.6660039474548",Juticalpa,Honduras,"56302","6","0.51701"
"317","-83.7659966455788","12.0110039796482",Bluefields,Nicaragua,"0","0",
"318","-88.1000006029665","13.699998052243",San Francisco Gotera,El Salvador,"0","0","0.46463"
"319","-87.4889996857237","13.5279989705657",Nacaome,Honduras,"0","0","0.48757"
"320","-88.1769956814651","13.4729999800286",San Miguel,El Salvador,"265921","4","0.48704"
"321","-88.4320016974906","13.3460010352412",Usulutan,El Salvador,"0","0","0.49497"
"322","-87.8390006033266","13.331996980594",La Union,El Salvador,"0","0","0.46683"
"323","-87.1939975931744","13.3029989480507",Choluteca,Honduras,"86179","6","0.49665"
"324","-88.9333016768269","13.7167019727877",Cojutepeque,El Salvador,"0","0","0.39774"
"325","-89.5529966090655","13.9959990041583",Santa Ana,El Salvador,"272554","4","0.41188"
"326","-89.8450016270657","13.9190039256596",Ahuachapan,El Salvador,"129750","5","0.40092"
